,judge,charge_orc,counts,prior_cases,bond_amt,bond_type,race,year
761,ROOM_A,2963.24,1,12,,CASH/SURETY/PROPERTY,BLACK,2009
762,AMBROSE_D,2925.03(A)(2),1,4,5000.0,CASH/SURETY/PROPERTY,WHITE,2009
764,FRIEDLAND_CB,2925.11(A),1,11,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
765,MCMONAGLE_RJ,2913.03,1,3,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
767,SAFFOLD_SS,2925.03(A)(2),1,6,2500.0,PERSONAL,BLACK,2009
768,DONNELLY_MP,2921.34(A)(1),1,1,10000.0,CASH/SURETY/PROPERTY,BLACK,2009
770,AMBROSE_D,2903.13,1,0,7500.0,CASH/SURETY/PROPERTY,BLACK,2009
772,Judge2_NO,2925.11(A),1,10,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
773,FRIEDLAND_CB,2923.12(A)(2),1,2,5000.0,PERSONAL,BLACK,2009
774,MATIA_DT,2923.12(A)(2),1,2,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
775,GALLAGHER_HL,2913.03(B),1,0,1500.0,PERSONAL,BLACK,2009
778,ROOM_A,2925.03,1,0,,CASH/SURETY/PROPERTY,BLACK,2009
779,SUTULA_JD,2925.11(A),1,11,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
783,GALLAGHER_EA,2913.02(A)(1),1,3,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
784,FRIEDMAN_SA,2919.25(A),1,2,10000.0,CASH/SURETY/PROPERTY,WHITE,2009
785,DONNELLY_MP,2925.11(A),1,1,1000.0,PERSONAL,WHITE,2009
786,COURT_D,2913.02(A)(1),1,0,1000.0,PERSONAL,WHITE,2009
788,GALLAGHER_EA,2919.25(A),1,2,2500.0,CASH/SURETY/PROPERTY,WHITE,2009
790,SYNENBERG_J,2913.51(A),1,8,2500.0,CASH/SURETY/PROPERTY,WHITE,2009
791,GALLAGHER_HL,2919.25(A),1,6,10000.0,CASH/SURETY/PROPERTY,WHITE,2009
794,RUSSO_JD,2925.11(A),1,2,1500.0,CASH/SURETY/PROPERTY,WHITE,2009
795,RUSSO_JD,2925.11(A),1,5,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
796,RUSSO_MJ,2913.51(A),1,14,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
800,ROOM_A,2925.03,1,0,,CASH/SURETY/PROPERTY,BLACK,2009
802,Judge2_NO,2913.02,1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
803,DONNELLY_MP,2913.02(A)(2),1,1,5000.0,CASH/SURETY/PROPERTY,WHITE,2009
804,CALABRESE_DR,2925.11(A),1,3,1000.0,PERSONAL,BLACK,2009
805,SHEEHAN_BJ,2913.02(A)(1),1,0,1500.0,CASH/SURETY/PROPERTY,WHITE,2009
808,FRIEDLAND_CB,2913.51(A),1,1,5000.0,PERSONAL,BLACK,2009
809,MCGINTY_TJ,2913.02(A)(2),1,1,2500.0,CASH/SURETY/PROPERTY,WHITE,2009
811,CALABRESE_DR,2903.12(A)(1),1,7,10000.0,PERSONAL,WHITE,2009
812,FRIEDMAN_SA,2925.11(A),1,2,1000.0,PERSONAL,BLACK,2009
813,MCCORMICK_T,2919.25(A),1,1,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
814,RUSSO_JD,2911.12(A)(3),1,1,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
815,ROOM_A,2925.11,1,1,,CASH/SURETY/PROPERTY,BLACK,2009
816,SYNENBERG_J,2911.12(A)(1),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
821,ROOM_A,2923.12,1,4,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
823,AMBROSE_D,2913.51(A),1,1,1000.0,PERSONAL,BLACK,2009
826,SHEEHAN_BJ,2950.06.F,1,1,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
828,CORRIGAN_PJ,2925.11(A),1,0,1500.0,CASH/SURETY/PROPERTY,WHITE,2009
831,RUSSO_NM,2903.11(A)(1),1,2,25000.0,CASH/SURETY/PROPERTY,BLACK,2009
834,MCCORMICK_T,2913.51(A),1,1,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
836,FUERST_NA,2919.25(A),1,2,20000.0,CASH/SURETY/PROPERTY,BLACK,2009
838,MCDONNELL_NR,2911.13(A),1,6,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
840,SAFFOLD_SS,2907.07(B),1,0,2500.0,PERSONAL,BLACK,2009
841,MCCAFFERTY_BM,2913.02(A)(1),1,1,1000.0,PERSONAL,WHITE,2009
845,Judge2_NO,2925.11,1,3,,CASH/SURETY/PROPERTY,WHITE,2009
849,RUSSO_NM,2925.11(A),1,0,1000.0,PERSONAL,WHITE,2009
850,MATIA_DT,2907.24(B),1,1,1500.0,PERSONAL,WHITE,2009
851,ROOM_A,2903.11,1,2,,CASH/SURETY/PROPERTY,WHITE,2009
852,MCMONAGLE_TE,2913.51(A),1,6,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
853,SYNENBERG_J,2911.13(A),1,2,10000.0,CASH/SURETY/PROPERTY,WHITE,2009
854,DONNELLY_MP,2913.51(A),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2009
857,CORRIGAN_BJ,2919.25(A),1,8,25000.0,CASH/SURETY/PROPERTY,BLACK,2009
861,FUERST_NA,2950.05.E(1),1,1,25000.0,CASH/SURETY/PROPERTY,WHITE,2009
862,ROOM_A,2919.25,1,1,,CASH/SURETY/PROPERTY,HISPANIC,2009
863,ROOM_A,2913.51,1,3,,CASH/SURETY/PROPERTY,BLACK,2009
865,TERRY_SJ,2925.11(A),1,3,1500.0,CASH/SURETY/PROPERTY,WHITE,2009
866,ODONNELL_JP,2925.11(A),1,0,1000.0,PERSONAL,WHITE,2009
867,TERRY_SJ,2903.12,1,1,10000.0,CASH/SURETY/PROPERTY,WHITE,2009
868,SUTULA_KA,2925.23(B)(1),1,1,2500.0,CASH/SURETY/PROPERTY,WHITE,2009
870,MCMONAGLE_RJ,2919.25(A),1,4,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
871,GALLAGHER_ET,2911.02(A)(2),1,10,25000.0,CASH/SURETY/PROPERTY,BLACK,2009
872,FRIEDLAND_CB,2913.51(A),1,1,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
873,MCGINTY_TJ,2925.03(A)(1),1,0,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
875,GALLAGHER_HL,2921.34(A)(1),1,4,10000.0,CASH/SURETY/PROPERTY,BLACK,2009
876,MATIA_DT,2921.34(A)(1),1,4,10000.0,CASH/SURETY/PROPERTY,BLACK,2009
877,FRIEDLAND_CB,2903.11(A)(1),1,4,25000.0,CASH/SURETY/PROPERTY,BLACK,2009
878,CORRIGAN_BJ,2923.13(A)(2),1,9,100000.0,CASH/SURETY/PROPERTY,BLACK,2009
879,ROOM_A,2909.02,1,5,,CASH/SURETY/PROPERTY,BLACK,2009
880,FRIEDLAND_CB,2919.25(A),1,8,25000.0,CASH/SURETY/PROPERTY,WHITE,2009
881,DONNELLY_MP,2925.11(A),1,0,1000.0,PERSONAL,BLACK,2009
882,GALLAGHER_ET,2925.11(A),1,4,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
883,MASON_L,2913.51(A),1,4,1000.0,PERSONAL,BLACK,2009
885,MASON_L,2923.12(A),1,1,3500.0,CASH/SURETY/PROPERTY,BLACK,2009
887,BURNSIDE_JR,2921.34(A)(1),1,3,10000.0,CASH/SURETY/PROPERTY,BLACK,2009
888,RUSSO_NM,2921.34(A)(1),1,10,10000.0,CASH/SURETY/PROPERTY,BLACK,2009
889,RUSSO_NM,2921.34(A)(1),1,6,10000.0,CASH/SURETY/PROPERTY,OTHER,2009
890,RUSSO_JJ,2923.12(A),1,2,2500.0,PERSONAL,BLACK,2009
895,KELLY_RP,2921.34(A)(1),1,9,,CASH/SURETY/PROPERTY,WHITE,2009
898,ROOM_A,2913.51(A),1,3,2500.0,CASH/SURETY/PROPERTY,WHITE,2009
901,SHEEHAN_BJ,2925.11(A),1,0,2500.0,PERSONAL,WHITE,2009
902,PROGRAM_D,2913.02(A)(1),1,0,1000.0,PERSONAL,BLACK,2009
903,FRIEDLAND_CB,2911.02(A)(3),1,7,5000.0,PERSONAL,WHITE,2009
904,FUERST_NA,2903.12(A)(1),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2009
905,GAUL_D,2911.02(A)(3),1,0,1000.0,PERSONAL,BLACK,2009
906,CORRIGAN_PJ,2919.25,1,1,5000.0,PERSONAL,BLACK,2009
907,GAUL_D,2913.02(A)(1),1,2,1500.0,CASH/SURETY/PROPERTY,WHITE,2009
908,GAUL_D,2913.02(A)(1),1,2,1500.0,CASH/SURETY/PROPERTY,WHITE,2009
913,Judge2_NO,2925.11,1,1,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
917,Judge2_NO,2907.02,1,9,,CASH/SURETY/PROPERTY,BLACK,2009
922,FUERST_NA,2903.06(A)(3),1,0,2500.0,PERSONAL,BLACK,2009
924,DONNELLY_MP,2913.51(A),1,0,5000.0,PERSONAL,BLACK,2009
925,MCMONAGLE_TE,2913.51(A),1,0,1000.0,PERSONAL,BLACK,2009
926,RUSSO_JJ,2913.51(A),1,23,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
928,ROOM_A,2925.11,1,0,,CASH/SURETY/PROPERTY,BLACK,2009
929,MCMONAGLE_TE,2911.02(A)(3),1,6,10000.0,CASH/SURETY/PROPERTY,BLACK,2009
930,ROOM_A,2905.01,1,7,,CASH/SURETY/PROPERTY,BLACK,2009
931,SUTULA_KA,2925.11(A),1,7,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
932,SHEEHAN_BJ,2923.16.D(1),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2009
934,VILLANUEVA_JA,2913.02(A)(3),1,1,1500.0,PERSONAL,BLACK,2009
935,ROOM_A,2921.34,1,2,,CASH/SURETY/PROPERTY,BLACK,2009
936,Judge2_NO,2913.51,1,5,1000.0,CASH/SURETY/PROPERTY,BLACK,2009
937,DONNELLY_MP,2909.06,1,0,1500.0,PERSONAL,BLACK,2009
938,MCDONNELL_NR,2925.11,1,3,1000.0,PERSONAL,BLACK,2009
939,GALLAGHER_ET,2921.34(A)(1),1,7,10000.0,CASH/SURETY/PROPERTY,BLACK,2009
940,SAFFOLD_SS,2913.03(B),1,11,10000.0,PERSONAL,BLACK,2009
941,SHEEHAN_BJ,2925.11(A),1,11,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
943,SHEEHAN_BJ,2913.51(A),1,25,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
947,MCCORMICK_T,2911.12(A)(1),1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2009
949,MCCAFFERTY_BM,2925.11(A),1,0,2500.0,PERSONAL,WHITE,2009
950,ROOM_A,2925.11(A),1,0,,CASH/SURETY/PROPERTY,BLACK,2009
953,MCCAFFERTY_BM,2913.03,1,0,1000.0,PERSONAL,OTHER,2009
954,ASTRAB_M,2913.02(A)(3),1,0,2500.0,PERSONAL,BLACK,2009
957,AMBROSE_D,2903.12,1,0,50000.0,CASH/SURETY/PROPERTY,WHITE,2009
959,SUSTER_R,2950.06.F,1,5,10000.0,CASH/SURETY/PROPERTY,WHITE,2009
960,ROOM_A,2950.06.F,1,5,,CASH/SURETY/PROPERTY,BLACK,2009
961,ROOM_A,2950.06.F,1,6,,CASH/SURETY/PROPERTY,BLACK,2009
963,AMBROSE_D,2950.05.E(1),1,7,1500.0,PERSONAL,BLACK,2009
964,ROOM_A,2963.24,1,2,,CASH/SURETY/PROPERTY,BLACK,2009
965,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,BLACK,2009
966,SUSTER_R,2903.13,1,0,25000.0,CASH/SURETY/PROPERTY,BLACK,2009
969,SUSTER_R,2923.12(A)(2),1,0,1500.0,CASH/SURETY/PROPERTY,ASIAN,2009
970,MCCAFFERTY_BM,2925.03(A)(1),1,7,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
972,DONNELLY_MP,2925.11(A),1,0,1500.0,CASH/SURETY/PROPERTY,WHITE,2009
973,SAFFOLD_SS,2913.02(A)(1),1,4,10000.0,CASH/SURETY/PROPERTY,WHITE,2009
976,BURNSIDE_JR,2925.11(A),1,14,10000.0,PERSONAL,BLACK,2009
979,VILLANUEVA_JA,2919.25(A),1,4,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
982,Judge2_NO,2907.05,1,1,,CASH/SURETY/PROPERTY,BLACK,2009
984,BURNSIDE_JR,2913.02(A)(3),1,4,1000.0,PERSONAL,BLACK,2009
985,SHEEHAN_BJ,2913.51(A),1,1,1000.0,CASH/SURETY/PROPERTY,BLACK,2009
987,FUERST_NA,2925.11(A),1,2,2500.0,CASH/SURETY/PROPERTY,OTHER,2009
988,ROOM_A,2921.34,1,0,,CASH/SURETY/PROPERTY,BLACK,2009
994,AMBROSE_D,2925.11(A),1,14,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
995,CORRIGAN_PJ,2919.25(A),1,3,10000.0,CASH/SURETY/PROPERTY,WHITE,2009
996,MCDONNELL_NR,2913.02(A)(1),1,1,1500.0,CASH/SURETY/PROPERTY,WHITE,2009
997,CALABRESE_DR,2925.11(A),1,0,1000.0,PERSONAL,HISPANIC,2009
998,SAFFOLD_SS,2921.38(A),1,0,10000.0,PERSONAL,BLACK,2009
999,MATIA_DT,2925.11(A),1,1,1000.0,PERSONAL,WHITE,2009
1000,MCCAFFERTY_BM,2925.11(A),1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2009
1002,ROOM_A,2925.11,1,1,,CASH/SURETY/PROPERTY,BLACK,2009
1003,BURNSIDE_JR,2913.51(A),1,0,1000.0,PERSONAL,BLACK,2009
1004,RUSSO_NM,2925.11(A),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2009
1005,SHEEHAN_BJ,2913.11(B),1,1,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
1006,TERRY_SJ,2911.12(A)(4),1,3,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
1007,MCGINTY_TJ,2925.11(A),1,5,1500.0,CASH/SURETY/PROPERTY,WHITE,2009
1009,SAFFOLD_SS,2913.02(A)(1),1,0,10000.0,PERSONAL,WHITE,2009
1010,BURNSIDE_JR,2913.02(A)(1),1,1,1500.0,PERSONAL,BLACK,2009
1012,CALABRESE_DR,2921.34(A)(1),1,8,10000.0,CASH/SURETY/PROPERTY,WHITE,2009
1014,GAUL_D,2921.31,1,7,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
1016,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,BLACK,2009
1017,SAFFOLD_SS,2913.51(A),1,0,1000.0,PERSONAL,BLACK,2009
1019,CORRIGAN_BJ,2903.11(A)(2),1,6,100000.0,CASH/SURETY/PROPERTY,BLACK,2009
1021,CALABRESE_DR,2913.03(A),1,0,1000.0,PERSONAL,WHITE,2009
1023,AMBROSE_D,2921.32(A)(1),1,2,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
1024,MCGINTY_TJ,2925.11(A),1,4,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
1028,RUSSO_JJ,2921.34(A)(1),1,11,25000.0,CASH/SURETY/PROPERTY,BLACK,2009
1029,FRIEDMAN_SA,2919.21(B),1,0,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
1030,SUSTER_R,2919.21,1,1,1500.0,PERSONAL,BLACK,2009
1031,CORRIGAN_PJ,2911.11(A)(1),1,11,10000.0,CASH/SURETY/PROPERTY,BLACK,2009
1032,MCCORMICK_T,2923.12(A)(2),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
1034,CALABRESE_DR,2913.31(A)(1),1,0,1000.0,PERSONAL,BLACK,2009
1035,AMBROSE_D,2950.05.E(1),1,7,10000.0,CASH/SURETY/PROPERTY,BLACK,2009
1037,VILLANUEVA_JA,2950.04.E,1,7,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
1038,ROOM_A,2925.11,1,0,,CASH/SURETY/PROPERTY,WHITE,2009
1039,SHEEHAN_BJ,2913.02(A)(2),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2009
1040,RUSSO_NM,2925.11(A),1,0,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
1041,SUSTER_R,2913.51(C),1,0,1000.0,PERSONAL,BLACK,2009
1042,CORRIGAN_PJ,2923.12(A)(2),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
1043,ROOM_A,2925.11,1,0,,CASH/SURETY/PROPERTY,BLACK,2009
1044,FUERST_NA,2925.11(A),1,3,1500.0,PERSONAL,BLACK,2009
1045,MASON_L,2911.13(B),1,20,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
1046,MASON_L,2913.51(A),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
1050,FRIEDLAND_CB,2919.25(A),1,1,50000.0,CASH/SURETY/PROPERTY,BLACK,2009
1051,MCMONAGLE_TE,2925.11(A),1,14,1500.0,PERSONAL,BLACK,2009
1052,RUSSO_JJ,2913.51(A),1,19,10000.0,CASH/SURETY/PROPERTY,BLACK,2009
1053,FUERST_NA,2913.51(A),1,7,8500.0,CASH/SURETY/PROPERTY,BLACK,2009
1055,TERRY_SJ,2913.02,1,15,1000.0,PERSONAL,BLACK,2009
1061,MCMONAGLE_RJ,2925.11(A),1,21,20000.0,CASH/SURETY/PROPERTY,BLACK,2009
1062,SUTULA_KA,2923.12(A)(2),1,2,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
1064,MASON_L,2913.51(A),1,3,1000.0,PERSONAL,BLACK,2009
1065,SHEEHAN_BJ,2913.51(A),1,24,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
1067,VILLANUEVA_JA,2913.51(A),1,1,1000.0,CASH/SURETY/PROPERTY,BLACK,2009
1069,FRIEDLAND_CB,2913.02(A)(3),1,3,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
1072,RUSSO_NM,2919.25(A),1,0,5000.0,PERSONAL,WHITE,2009
1074,MCMONAGLE_TE,2925.11(A),1,2,5000.0,PERSONAL,BLACK,2009
1076,SAFFOLD_SS,2925.03(A)(2),1,6,2500.0,PERSONAL,BLACK,2009
1077,GALLAGHER_HL,2911.13(B),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2009
1078,MCMONAGLE_RJ,2911.12(A)(3),1,1,10000.0,CASH/SURETY/PROPERTY,BLACK,2009
1079,CORRIGAN_PJ,2925.11(A),1,4,1000.0,PERSONAL,BLACK,2009
1081,FRIEDLAND_CB,2925.11(A),1,0,1000.0,PERSONAL,HISPANIC,2009
1085,ROOM_A,2925.11,1,0,,CASH/SURETY/PROPERTY,BLACK,2009
1086,ROOM_A,2925.11,1,5,,CASH/SURETY/PROPERTY,BLACK,2009
1087,SUTULA_JD,2911.12(A)(4),1,3,25000.0,CASH/SURETY/PROPERTY,BLACK,2009
1088,MCCORMICK_T,2913.02(A)(1),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
1089,SUTULA_JD,2923.12(A)(1),1,0,1500.0,PERSONAL,BLACK,2009
1091,Judge2_NO,2907.02,1,0,,CASH/SURETY/PROPERTY,BLACK,2009
1092,MATIA_DT,2925.11(A),1,1,1000.0,PERSONAL,WHITE,2009
1094,MCMONAGLE_TE,2911.01(A)(1),1,3,100000.0,CASH/SURETY/PROPERTY,WHITE,2009
1095,SYNENBERG_J,2919.25(A),1,8,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
1096,ROOM_A,2903.01,1,1,,CASH/SURETY/PROPERTY,BLACK,2009
1097,AMBROSE_D,2911.12(A)(1),1,6,25000.0,CASH/SURETY/PROPERTY,BLACK,2009
1098,MCMONAGLE_TE,2911.01(A)(1),1,3,100000.0,CASH/SURETY/PROPERTY,WHITE,2009
1101,DONNELLY_MP,2921.34(A)(1),1,1,5000.0,PERSONAL,WHITE,2009
1102,SAFFOLD_SS,2913.02(A)(2),1,22,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
1103,GAUL_D,2921.34(A)(1),1,5,10000.0,CASH/SURETY/PROPERTY,WHITE,2009
1105,MATIA_DT,2925.11(A),1,0,1000.0,PERSONAL,WHITE,2009
1108,MCMONAGLE_TE,2925.03(A)(2),1,2,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
1109,RUSSO_MJ,2913.51(A),1,0,1000.0,PERSONAL,BLACK,2009
1110,Judge2_NO,2903.11,1,2,5000.0,CASH/SURETY/PROPERTY,WHITE,2009
1111,SUSTER_R,2919.25(A),1,2,25000.0,PERSONAL,WHITE,2009
1114,ROOM_A,2923.12,1,8,7000.0,CASH/SURETY/PROPERTY,BLACK,2009
1115,BURNSIDE_JR,2923.13(A)(3),1,4,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
1116,MCMONAGLE_RJ,2911.12(A)(4),1,4,10000.0,CASH/SURETY/PROPERTY,BLACK,2009
1119,TERRY_SJ,2919.25(A),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
1120,RUSSO_MJ,2913.02(A)(1),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2009
1123,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,WHITE,2009
1127,GALLAGHER_ET,2909.07,1,0,1000.0,PERSONAL,WHITE,2009
1128,FRIEDLAND_CB,2919.27(A)(1),1,0,5000.0,PERSONAL,WHITE,2009
1129,FRIEDMAN_SA,2911.21,1,1,2500.0,PERSONAL,BLACK,2009
1133,GALLAGHER_ET,2903.13,1,1,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
1139,MCGINTY_TJ,2913.02(A)(2),1,2,1500.0,CASH/SURETY/PROPERTY,WHITE,2009
1143,ROOM_A,2925.11,1,1,25000.0,CASH/SURETY/PROPERTY,BLACK,2009
1145,ROOM_A,2963.24,1,3,,CASH/SURETY/PROPERTY,BLACK,2009
1147,TERRY_SJ,2913.51(A),1,7,2500.0,PERSONAL,BLACK,2009
1151,CALABRESE_DR,2925.03(A)(2),1,2,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
1152,FRIEDMAN_SA,2903.13(C)(3),1,4,5000.0,CASH/SURETY/PROPERTY,WHITE,2009
1153,Judge2_NO,2919.25,1,5,,CASH/SURETY/PROPERTY,BLACK,2009
1154,FRIEDMAN_SA,2925.11(A),1,3,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
1164,DONNELLY_MP,2909.02(A)(2),1,0,25000.0,CASH/SURETY/PROPERTY,WHITE,2009
1166,GALLAGHER_HL,2925.11(A),1,1,1000.0,CASH/SURETY/PROPERTY,WHITE,2009
1168,Judge2_NO,2903.211,1,1,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
1170,ROOM_A,2903.21(A),1,2,10000.0,CASH/SURETY/PROPERTY,WHITE,2009
1171,ODONNELL_JP,2925.11(A),1,0,1000.0,PERSONAL,WHITE,2009
1172,MATIA_DT,2925.11(A),1,0,1500.0,CASH/SURETY/PROPERTY,WHITE,2009
1174,RUSSO_JD,2913.02(A)(1),1,2,5000.0,CASH/SURETY/PROPERTY,WHITE,2009
1177,FUERST_NA,2911.12(A)(3),1,1,5000.0,CASH/SURETY/PROPERTY,WHITE,2009
1178,FUERST_NA,2925.11(A),1,3,1500.0,CASH/SURETY/PROPERTY,WHITE,2009
1183,SHEEHAN_BJ,2925.11(A),1,11,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
1187,FUERST_NA,2903.12(A)(1),1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2009
1190,SUTULA_KA,2919.25(A),1,5,10000.0,PERSONAL,BLACK,2009
1194,TERRY_SJ,2925.11(A),1,0,1000.0,PERSONAL,BLACK,2009
1195,FUERST_NA,2913.02(A)(1),1,1,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
1197,ROOM_A,2925.03,1,0,,CASH/SURETY/PROPERTY,BLACK,2009
1198,GALLAGHER_EA,2923.12(A)(2),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
1199,SHEEHAN_BJ,2925.11(A),1,3,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
1201,VILLANUEVA_JA,2921.34(A)(1),1,6,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
1203,RUSSO_NM,2925.11(A),1,1,1000.0,CASH/SURETY/PROPERTY,BLACK,2009
1204,SUTULA_KA,2925.11(A),1,4,1000.0,PERSONAL,BLACK,2009
1208,BURNSIDE_JR,2913.51(A),1,2,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
1212,CALABRESE_DR,2925.11(A),1,0,1000.0,PERSONAL,BLACK,2009
1213,SYNENBERG_J,2903.11(A)(2),1,0,7500.0,CASH/SURETY/PROPERTY,HISPANIC,2009
1216,RUSSO_NM,2913.02(A)(3),1,0,1500.0,CASH/SURETY/PROPERTY,WHITE,2009
1218,MCMONAGLE_TE,2913.51(A),1,8,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
1220,GALLAGHER_EA,2913.02(A)(1),1,3,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
1222,DONNELLY_MP,2913.51(A),1,3,2500.0,CASH/SURETY/PROPERTY,BLACK,2009
1223,MATIA_DT,2913.02(A)(1),1,4,1500.0,CASH/SURETY/PROPERTY,BLACK,2009
1224,RUSSO_MJ,2913.02(A)(1),1,2,1000.0,PERSONAL,WHITE,2009
1225,ROOM_A,2903.11,1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
1226,BURNSIDE_JR,2913.02(A)(1),1,19,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
1228,MCCAFFERTY_BM,2950.06.F,1,5,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
1229,SYNENBERG_J,2950.04.E,1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2009
1230,FRIEDMAN_SA,2925.11(A),1,22,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
1231,MCCORMICK_T,2903.13(C)(3),1,1,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
1232,CORRIGAN_PJ,2919.25(A),1,4,10000.0,PERSONAL,BLACK,2009
1233,SHEEHAN_BJ,2913.02(A)(1),1,4,5000.0,CASH/SURETY/PROPERTY,WHITE,2009
1271,CORRIGAN_PJ,2925.11(A),1,0,1000.0,CASH/SURETY/PROPERTY,WHITE,2009
1273,ASTRAB_M,2923.12(A)(2),1,0,5000.0,PERSONAL,BLACK,2009
1274,ROOM_A,2913.51,1,0,2000.0,CASH/SURETY/PROPERTY,,2009
1276,ROOM_A,2911.02(A)(3),1,7,,PERSONAL,BLACK,2009
1277,COURT_D,2925.11(A),1,1,1000.0,PERSONAL,WHITE,2009
1278,MCCORMICK_T,2913.02(A)(1),1,5,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
1279,RUSSO_JD,2913.02(A)(1),1,1,1500.0,PERSONAL,BLACK,2009
1280,ROOM_A,2925.11,1,12,,CASH/SURETY/PROPERTY,BLACK,2009
1281,RUSSO_JJ,2913.51(A),1,0,1000.0,PERSONAL,WHITE,2009
1282,TERRY_SJ,2911.12(A)(4),1,6,1000.0,PERSONAL,WHITE,2009
1283,ROOM_A,2963.24,1,1,,CASH/SURETY/PROPERTY,BLACK,2009
1284,ROOM_A,2913.51,1,4,5000.0,CASH/SURETY/PROPERTY,BLACK,2009
1285,ROOM_A,2925.03,1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2009
1286,ROOM_A,2925.11,1,1,,PERSONAL,BLACK,2009
